Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
69_88,Cu,1.33576934412122,11990,69,88,Other,Other,Other-Other
69_89,Cu,-3.61311273276806,11991,69,89,Other,Other,Other-Other
69_90,Cu,7.27555469051003,11992,69,90,Other,Other,Other-Other
70_71,Cu,10.15,12079,70,71,Other,Other,Other-Other
70_79,Cu,3.94186135753989,12087,70,79,Other,Other,Other-Other
70_80,Cu,3.16270842030644,12088,70,80,Other,Other,Other-Other
70_85,Cu,-11.8165071308613,12093,70,85,Other,Other,Other-Other
70_86,Cu,-11.568442940712,12094,70,86,Other,Other,Other-Other
70_87,Cu,-8.34345695376396,12095,70,87,Other,Other,Other-Other
70_88,Cu,-8.17490948736668,12096,70,88,Other,Other,Other-Other
70_89,Cu,-8.48447681218386,12097,70,89,Other,Other,Other-Other
70_90,Cu,6.74920564517379,12098,70,90,Other,Other,Other-Other
71_79,Cu,24.2697008363903,12107,71,79,Other,Other,Other-Other
71_80,Cu,27.0624171048403,12108,71,80,Other,Other,Other-Other
71_85,Cu,16.6017415449023,12113,71,85,Other,Other,Other-Other
71_86,Cu,10.7868098281324,12114,71,86,Other,Other,Other-Other
71_87,Cu,14.7336662001908,12115,71,87,Other,Other,Other-Other
71_88,Cu,16.6954579874873,12116,71,88,Other,Other,Other-Other
71_89,Cu,20.4232364185154,12117,71,89,Other,Other,Other-Other
71_90,Cu,25.8999407291412,12118,71,90,Other,Other,Other-Other
79_80,Cu,11.8362754881382,12232,79,80,Other,Other,Other-Other
79_85,Cu,-4.26315142214298,12237,79,85,Other,Other,Other-Other
79_86,Cu,-2.03632076457143,12238,79,86,Other,Other,Other-Other
79_87,Cu,0.0427959933876991,12239,79,87,Other,Other,Other-Other
79_88,Cu,6.50172884762287,12240,79,88,Other,Other,Other-Other
79_89,Cu,-2.42064628377557,12241,79,89,Other,Other,Other-Other
79_90,Cu,7.6083069704473,12242,79,90,Other,Other,Other-Other
80_85,Cu,-3.17345505952835,12332,80,85,Other,Other,Other-Other
80_86,Cu,-3.7997781522572,12333,80,86,Other,Other,Other-Other
80_87,Cu,0.741879813373089,12334,80,87,Other,Other,Other-Other
80_88,Cu,7.87264655157924,12335,80,88,Other,Other,Other-Other
80_89,Cu,-4.1227715946734,12336,80,89,Other,Other,Other-Other
80_90,Cu,11.0265451855958,12337,80,90,Other,Other,Other-Other
85_86,Cu,-8.99643016606569,12373,85,86,Other,Other,Other-Other
85_87,Cu,-10.7960805222392,12374,85,87,Other,Other,Other-Other
85_88,Cu,-12.1735875606537,12375,85,88,Other,Other,Other-Other
85_89,Cu,-10.7777122929692,12376,85,89,Other,Other,Other-Other
85_90,Cu,1.96228016167879,12377,85,90,Other,Other,Other-Other
86_87,Cu,-13.3799890391529,12379,86,87,Other,Other,Other-Other
86_88,Cu,-6.20249591767788,12380,86,88,Other,Other,Other-Other
86_89,Cu,-13.0523260422051,12381,86,89,Other,Other,Other-Other
86_90,Cu,-1.7405131906271,12382,86,90,Other,Other,Other-Other
87_88,Cu,-6.87879844754934,12384,87,88,Other,Other,Other-Other
87_89,Cu,-9.89651132375002,12385,87,89,Other,Other,Other-Other
87_90,Cu,-1.62376633659005,12386,87,90,Other,Other,Other-Other
88_89,Cu,-4.49994440749288,12388,88,89,Other,Other,Other-Other
88_90,Cu,-1.18183473497629,12389,88,90,Other,Other,Other-Other
89_90,Cu,6.68935595080256,12391,89,90,Other,Other,Other-Other
67_68,Ni,-47.2449445985258,16111,67,68,Other,Other,Other-Other
67_69,Ni,-61.7265376113355,16112,67,69,Other,Other,Other-Other
67_70,Ni,-62.8793845772743,16113,67,70,Other,Other,Other-Other
67_71,Ni,-43.949974346906,16114,67,71,Other,Other,Other-Other
67_79,Ni,-52.4481524378061,16122,67,79,Other,Other,Other-Other
67_80,Ni,-48.3041184656322,16123,67,80,Other,Other,Other-Other
67_85,Ni,-61.4503231719136,16128,67,85,Other,Other,Other-Other
67_86,Ni,-67.4164617881179,16129,67,86,Other,Other,Other-Other
67_87,Ni,-62.4664405137301,16130,67,87,Other,Other,Other-Other
67_88,Ni,-61.8696416020393,16131,67,88,Other,Other,Other-Other
67_89,Ni,-59.4282270744443,16132,67,89,Other,Other,Other-Other
67_90,Ni,-55.258869998157,16133,67,90,Other,Other,Other-Other
68_69,Ni,-58.7072809040546,16135,68,69,Other,Other,Other-Other
68_70,Ni,-58.6994999982417,16136,68,70,Other,Other,Other-Other
68_71,Ni,-39.65,16137,68,71,Other,Other,Other-Other
68_79,Ni,-53.7360281422734,16145,68,79,Other,Other,Other-Other
68_80,Ni,-52.3023275062442,16146,68,80,Other,Other,Other-Other
68_85,Ni,-67.1735466420651,16151,68,85,Other,Other,Other-Other
68_86,Ni,-72.1643464080989,16152,68,86,Other,Other,Other-Other
68_87,Ni,-66.3229391463101,16153,68,87,Other,Other,Other-Other
68_88,Ni,-63.1310773901641,16154,68,88,Other,Other,Other-Other
68_89,Ni,-65.5898862481117,16155,68,89,Other,Other,Other-Other
68_90,Ni,-52.2555627860129,16156,68,90,Other,Other,Other-Other
69_70,Ni,-61.0224388204515,16158,69,70,Other,Other,Other-Other
69_71,Ni,-46.5159920156002,16159,69,71,Other,Other,Other-Other
69_79,Ni,-57.502950720489,16167,69,79,Other,Other,Other-Other
69_80,Ni,-58.9594229161739,16168,69,80,Other,Other,Other-Other
69_85,Ni,-64.8012082464993,16173,69,85,Other,Other,Other-Other
69_86,Ni,-71.8168238215148,16174,69,86,Other,Other,Other-Other
69_87,Ni,-70.3265128917992,16175,69,87,Other,Other,Other-Other
69_88,Ni,-63.2482292316854,16176,69,88,Other,Other,Other-Other
