Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
59_62,Ag,22.8420572318137,3241,59,62,Py,Py,Py-Py
59_63,Ag,22.2669714279473,3242,59,63,Py,Py,Py-Py
59_64,Ag,19.2936199232936,3243,59,64,Py,Py,Py-Py
59_65,Ag,19.005978692323,3244,59,65,Py,Py,Py-Py
59_66,Ag,25.9473496638238,3245,59,66,Py,Py,Py-Py
60_61,Ag,22.3318134322762,3357,60,61,Py,Py,Py-Py
60_62,Ag,22.313484326005,3358,60,62,Py,Py,Py-Py
60_63,Ag,21.8786082491279,3359,60,63,Py,Py,Py-Py
60_64,Ag,20.9375388622284,3360,60,64,Py,Py,Py-Py
60_65,Ag,15.434749994427,3361,60,65,Py,Py,Py-Py
60_66,Ag,26.5308332927525,3362,60,66,Py,Py,Py-Py
61_62,Ag,23.4322273172438,3388,61,62,Py,Py,Py-Py
61_63,Ag,22.9557397216558,3389,61,63,Py,Py,Py-Py
61_64,Ag,19.9218127131462,3390,61,64,Py,Py,Py-Py
61_65,Ag,19.6756148934364,3391,61,65,Py,Py,Py-Py
61_66,Ag,26.3235063701868,3392,61,66,Py,Py,Py-Py
62_63,Ag,20.661276191473,3418,62,63,Py,Py,Py-Py
62_64,Ag,20.1291379332542,3419,62,64,Py,Py,Py-Py
62_65,Ag,18.9546247646213,3420,62,65,Py,Py,Py-Py
62_66,Ag,25.7322886474431,3421,62,66,Py,Py,Py-Py
63_64,Ag,21.1811156719923,3447,63,64,Py,Py,Py-Py
63_65,Ag,17.6856446899474,3448,63,65,Py,Py,Py-Py
63_66,Ag,24.3972236961126,3449,63,66,Py,Py,Py-Py
64_65,Ag,18.5452714711428,3475,64,65,Py,Py,Py-Py
64_66,Ag,22.0258181132376,3476,64,66,Py,Py,Py-Py
65_66,Ag,20.366717889905,3502,65,66,Py,Py,Py-Py
50_51,Au,5.51682836562395,7092,50,51,Py,Py,Py-Py
50_52,Au,3.90324521437287,7093,50,52,Py,Py,Py-Py
50_53,Au,3.84320849552751,7094,50,53,Py,Py,Py-Py
50_54,Au,5.92277608066797,7095,50,54,Py,Py,Py-Py
50_55,Au,3.19198118522763,7096,50,55,Py,Py,Py-Py
50_56,Au,2.44354391098022,7097,50,56,Py,Py,Py-Py
50_57,Au,3.16399754583836,7098,50,57,Py,Py,Py-Py
50_58,Au,7.23,7099,50,58,Py,Py,Py-Py
50_59,Au,2.56969812884927,7100,50,59,Py,Py,Py-Py
50_60,Au,4.8844734095037,7101,50,60,Py,Py,Py-Py
50_61,Au,7.38,7102,50,61,Py,Py,Py-Py
50_62,Au,2.68089992552996,7103,50,62,Py,Py,Py-Py
50_63,Au,0.88249833136797,7104,50,63,Py,Py,Py-Py
50_64,Au,-1.18429466709495,7105,50,64,Py,Py,Py-Py
50_65,Au,-1.44550756365061,7106,50,65,Py,Py,Py-Py
50_66,Au,5.62659807130694,7107,50,66,Py,Py,Py-Py
51_52,Au,5.1267769522965,7133,51,52,Py,Py,Py-Py
51_53,Au,4.49385756999254,7134,51,53,Py,Py,Py-Py
51_54,Au,6.38627504557371,7135,51,54,Py,Py,Py-Py
51_55,Au,4.41642940044403,7136,51,55,Py,Py,Py-Py
51_56,Au,3.48332779854536,7137,51,56,Py,Py,Py-Py
51_57,Au,4.85712143778801,7138,51,57,Py,Py,Py-Py
51_58,Au,4.42791237682104,7139,51,58,Py,Py,Py-Py
51_59,Au,3.82256663218141,7140,51,59,Py,Py,Py-Py
51_60,Au,2.02993933111429,7141,51,60,Py,Py,Py-Py
51_61,Au,3.96164043620229,7142,51,61,Py,Py,Py-Py
51_62,Au,3.13772335648537,7143,51,62,Py,Py,Py-Py
51_63,Au,6.5960340090096,7144,51,63,Py,Py,Py-Py
51_64,Au,0.447541978210211,7145,51,64,Py,Py,Py-Py
51_65,Au,-3.61396084725857,7146,51,65,Py,Py,Py-Py
51_66,Au,4.08604913949966,7147,51,66,Py,Py,Py-Py
52_53,Au,6.19743772223592,7173,52,53,Py,Py,Py-Py
52_54,Au,6.29900313541293,7174,52,54,Py,Py,Py-Py
52_55,Au,5.24600207805634,7175,52,55,Py,Py,Py-Py
52_56,Au,4.84991642460227,7176,52,56,Py,Py,Py-Py
52_57,Au,3.40163716673851,7177,52,57,Py,Py,Py-Py
52_58,Au,3.04850386083126,7178,52,58,Py,Py,Py-Py
52_59,Au,3.49973447620869,7179,52,59,Py,Py,Py-Py
52_60,Au,4.09917895868421,7180,52,60,Py,Py,Py-Py
